,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
2252,19,1,5,2,7,0,0,1
2253,20,0,2,0,7,1,0,0
2254,22,0,6,1,6,0,0,0
2255,19,1,6,1,6,0,0,1
2256,20,1,2,1,7,0,0,1
2257,22,1,3,1,6,0,0,1
2258,19,1,2,0,7,0,1,1
2259,19,0,5,0,7,0,0,0
2260,22,1,2,1,7,0,0,0
2261,21,1,6,0,8,0,0,1
2262,20,1,6,1,8,0,0,1
2263,21,1,1,2,8,0,0,1
2264,20,0,2,0,6,1,1,0
2265,21,1,5,1,7,0,0,1
2266,22,1,2,1,7,0,0,0
2267,22,0,3,3,6,1,1,0
2268,20,1,2,2,7,0,0,1
2269,20,1,2,2,6,0,0,1
2270,19,1,4,1,6,1,1,0
2271,22,1,3,1,8,1,0,1
2272,22,1,4,0,8,0,0,1
2273,22,0,1,1,7,1,0,0
2274,20,1,5,0,8,0,1,1
2275,21,1,3,1,8,1,0,1
2276,21,1,2,0,6,0,0,0
2277,21,1,3,0,6,0,0,0
2278,21,1,3,0,8,0,0,1
2279,20,0,6,1,6,0,1,0
2280,19,1,3,0,7,0,0,0
2281,20,0,3,0,6,0,0,0
2282,22,1,4,1,8,1,0,1
2283,22,0,5,0,7,0,0,0
2284,21,1,3,1,7,0,0,0
2285,19,0,5,1,7,0,0,1
2286,19,0,1,0,6,0,0,0
2287,19,1,3,1,7,0,0,0
2288,20,0,2,1,8,1,0,1
2289,20,1,3,1,7,0,0,0
2290,22,0,1,1,7,0,0,0
2291,20,1,6,0,7,0,0,0
2292,20,1,1,1,6,0,0,0
2293,21,0,3,0,6,0,0,0
2294,21,1,3,0,7,0,0,0
2295,20,0,1,0,7,0,0,1
2296,19,1,5,2,7,0,1,1
2297,21,1,3,0,8,0,0,1
2298,21,1,2,1,6,0,0,0
2299,20,1,6,0,8,0,0,1
2300,22,1,6,1,7,0,0,0
2301,20,1,3,0,6,0,0,0
2302,19,1,5,0,6,0,0,0
2303,22,1,6,0,7,0,0,0
2304,21,1,6,0,7,0,0,0
2305,22,1,3,0,7,0,0,0
2306,19,1,5,0,8,0,0,1
2307,21,1,3,1,8,0,0,1
2308,21,1,1,1,7,0,1,1
2309,22,0,2,2,8,1,0,1
2310,22,1,2,0,8,0,0,1
2311,19,1,5,1,7,0,1,1
2312,20,1,2,1,7,0,0,0
2313,20,1,1,1,6,0,0,0
2314,19,1,6,1,8,0,0,1
2315,22,1,2,0,6,0,0,0
2316,20,1,1,0,6,0,0,0
2317,22,1,4,0,6,1,0,0
2318,21,1,3,0,7,0,0,0
2319,21,0,1,0,7,0,0,0
2320,20,1,1,0,8,0,1,1
2321,20,0,1,2,8,0,0,1
2322,22,0,2,1,7,1,0,0
2323,22,0,4,1,6,1,0,0
2324,19,1,1,0,7,0,0,0
2325,22,0,1,0,8,0,0,1
2326,19,1,5,1,6,0,0,0
2327,20,1,2,2,7,0,0,1
2328,19,0,2,1,7,1,0,0
2329,21,1,4,0,8,1,0,1
2330,22,1,2,1,6,0,0,0
2331,19,1,4,1,6,1,0,0
2332,20,1,5,0,6,0,0,0
2333,29,0,4,1,8,1,0,1
2334,20,1,3,1,6,0,0,0
2335,20,1,3,0,6,0,0,0
2336,20,1,3,1,6,0,0,0
2337,20,1,1,0,6,0,0,0
2338,22,1,6,1,8,0,0,1
2339,19,1,2,0,6,0,0,0
2340,20,1,1,1,6,0,0,0
2341,19,1,3,0,7,0,0,0
2342,20,1,5,0,6,0,0,0
2343,19,0,2,0,8,1,0,1
2344,20,1,3,0,8,0,1,1
2345,19,1,3,2,7,0,0,1
2346,22,0,6,1,6,0,0,0
2347,22,1,6,1,6,0,0,0
2348,19,1,5,0,8,0,0,1
2349,21,1,5,0,8,0,0,1
2350,22,0,3,0,6,0,0,0
2351,20,1,1,1,7,0,0,0
2352,21,1,2,2,7,0,0,1
2353,19,1,3,2,8,0,0,1
2354,22,0,3,1,7,0,0,0
2355,21,1,1,0,7,0,0,1
2356,19,1,3,1,8,0,0,1
2357,21,1,2,1,6,0,0,0
2358,21,1,1,1,8,0,1,1
2359,21,1,2,0,7,0,1,0
2360,20,1,6,0,7,1,0,0
2361,21,0,3,0,8,0,0,1
2362,20,1,2,0,6,0,0,0
2363,19,0,5,1,7,0,0,1
2364,22,1,6,0,8,1,0,1
2365,19,1,2,0,7,0,1,0
2366,20,1,2,0,8,0,0,1
2367,20,0,4,1,7,0,0,0
2368,22,0,2,1,8,1,0,1
2369,22,1,3,0,6,0,0,0
2370,19,1,2,1,8,0,0,1
2371,20,0,5,3,6,0,1,0
2372,20,1,6,0,8,1,0,1
2373,19,1,4,1,7,1,0,0
2374,22,1,2,1,6,0,0,0
2375,19,1,4,1,8,1,0,1
2376,21,1,5,1,6,0,0,0
2377,21,1,4,0,8,1,0,1
2378,20,1,2,0,6,0,0,0
2379,20,1,4,1,6,1,0,0
2380,20,1,2,1,8,0,0,1
2381,20,1,4,2,6,1,0,1
2382,20,1,2,0,7,0,1,0
2383,20,1,2,0,6,0,0,0
2384,20,1,2,0,6,0,0,0
2385,21,1,2,1,8,0,0,1
2386,20,1,1,1,6,1,1,0
2387,20,0,6,1,7,0,0,0
2388,19,1,1,1,7,0,0,1
2389,19,0,1,0,8,0,0,1
2390,19,1,1,1,7,0,1,0
2391,21,0,3,0,6,0,0,0
2392,22,1,5,1,7,1,1,0
2393,22,1,4,1,6,1,0,0
2394,21,1,4,0,6,1,1,0
2395,20,1,3,0,7,0,1,0
2396,22,1,4,1,7,1,0,0
2397,22,1,6,0,8,1,0,1
2398,22,0,1,0,6,0,0,0
2399,19,1,4,0,7,1,0,0
2400,22,1,1,1,6,0,0,0
2401,19,1,6,0,6,0,0,0
2402,22,1,3,2,8,0,0,1
2403,20,1,2,1,8,0,0,1
2404,20,1,1,0,6,0,0,0
2405,19,1,6,1,7,0,0,0
2406,22,1,3,0,8,0,1,1
2407,21,1,5,1,8,0,0,1
2408,21,1,6,0,7,0,1,0
2409,22,1,4,0,6,1,1,0
2410,20,1,3,0,8,0,0,1
2411,19,0,4,1,6,1,0,0
2412,22,0,2,2,7,1,0,0
2413,22,1,4,0,6,1,0,0
2414,20,1,6,0,6,0,0,0
2415,20,1,2,1,7,0,0,0
2416,21,1,2,2,6,0,0,1
2417,20,1,2,0,7,0,0,0
2418,19,1,2,1,8,0,0,1
2419,21,1,5,1,6,0,0,0
2420,22,1,4,0,6,1,0,0
2421,21,1,5,0,7,1,0,0
2422,22,1,1,0,8,0,0,1
2423,21,1,5,0,7,0,0,0
2424,22,1,1,1,6,0,0,0
2425,20,1,4,1,8,1,0,1
2426,21,1,2,1,6,0,0,0
2427,20,1,6,1,8,0,0,1
2428,22,1,6,0,6,0,0,0
2429,21,1,2,0,8,0,1,1
2430,21,1,6,0,6,1,0,0
2431,19,1,2,1,6,0,0,0
2432,22,1,6,0,6,1,0,0
2433,19,1,6,1,8,0,0,1
2434,21,1,2,1,6,0,0,0
2435,20,1,2,1,7,0,0,0
2436,19,1,5,0,8,0,1,1
2437,20,1,3,1,8,0,0,1
2438,20,1,2,1,6,0,0,0
2439,22,1,4,0,8,0,0,1
2440,19,1,1,1,8,0,0,1
2441,19,1,6,0,6,0,0,0
2442,19,1,6,0,8,1,1,1
2443,20,1,4,0,8,1,0,1
2444,19,1,1,0,8,0,0,1
2445,22,1,3,0,6,0,0,0
2446,28,1,2,0,6,0,0,1
2447,22,1,2,1,7,0,0,0
2448,22,1,3,0,6,0,0,0
2449,19,1,1,1,6,1,0,0
2450,19,1,2,1,7,0,0,0
2451,21,1,2,0,7,0,0,0
2452,22,1,4,1,6,0,0,0
2453,20,1,1,1,7,0,0,0
2454,19,1,4,0,8,1,0,1
2455,22,1,6,0,7,0,0,0
2456,21,1,5,0,8,0,0,1
2457,20,1,4,0,7,1,1,0
2458,19,1,4,1,8,1,0,1
2459,21,1,3,1,6,0,0,0
2460,19,1,4,1,8,0,1,1
2461,19,1,2,0,7,0,1,0
2462,22,1,6,1,6,1,0,0
2463,19,0,2,1,6,1,0,0
2464,22,1,3,1,8,0,0,1
2465,19,1,5,2,8,0,1,1
2466,21,0,4,1,6,1,1,0
2467,21,1,5,0,7,0,0,0
2468,20,1,5,0,8,0,1,1
2469,20,1,4,1,8,1,0,1
2470,19,1,2,2,6,0,0,1
2471,21,1,3,0,6,0,1,0
2472,22,1,3,1,7,0,0,0
2473,22,1,6,1,8,0,0,1
2474,21,1,2,1,7,0,0,0
2475,21,1,3,0,7,0,0,0
2476,22,0,1,2,7,0,0,0
2477,21,1,5,1,7,0,1,1
2478,22,1,3,0,6,0,1,0
2479,19,1,6,0,6,1,0,0
2480,21,1,1,1,6,1,1,0
2481,19,0,2,1,7,1,0,0
2482,21,1,2,0,6,0,1,0
2483,20,1,3,0,7,0,0,0
2484,20,1,5,0,7,1,0,0
2485,19,1,1,1,8,0,1,1
2486,19,1,2,1,6,0,0,0
2487,21,1,6,0,8,1,0,1
2488,22,1,5,3,7,0,0,0
2489,21,1,1,0,8,0,1,1
2490,22,1,2,2,7,0,0,0
2491,22,1,1,1,6,0,0,0
2492,21,1,3,0,6,0,0,0
2493,21,1,3,0,6,0,0,0
2494,20,1,3,0,6,0,0,0
2495,19,1,2,0,6,0,1,0
2496,21,0,1,0,7,0,0,0
2497,22,1,3,0,7,0,1,0
2498,21,1,2,0,7,0,1,0
2499,22,1,2,2,6,0,0,1
2500,20,1,3,0,7,0,1,0
2501,21,1,4,0,8,1,0,1
2502,21,0,5,1,7,0,0,1
2503,20,1,5,2,7,0,0,1
2504,21,1,6,0,8,1,0,1
2505,21,1,4,0,8,1,0,1
2506,21,1,5,0,7,0,0,0
2507,20,1,3,0,8,0,1,1
2508,21,1,2,0,7,0,0,0
2509,20,0,2,2,6,1,0,1
2510,21,1,2,1,6,0,0,0
2511,21,0,5,0,8,0,0,1
2512,21,1,2,0,7,0,0,0
2513,21,1,6,0,7,0,0,0
2514,20,1,6,2,7,0,0,0
2515,20,0,3,0,6,0,0,0
2516,21,1,1,1,6,1,1,0
2517,20,1,3,0,8,0,0,1
2518,20,1,2,1,8,0,0,1
2519,21,1,6,0,8,0,1,1
2520,20,1,2,2,6,0,0,1
2521,21,0,4,1,8,1,0,1
2522,20,1,6,0,8,0,1,1
2523,20,1,2,1,7,0,0,0
2524,21,1,4,0,6,1,0,0
2525,20,1,4,0,7,1,0,0
2526,20,1,1,1,6,0,1,0
2527,20,0,2,0,6,1,1,0
2528,20,1,4,0,6,1,1,0
2529,20,1,2,1,8,0,0,1
2530,20,1,6,1,6,0,0,0
2531,20,1,2,0,8,0,0,1
2532,20,1,1,1,6,0,0,0
2533,21,0,3,0,7,0,0,0
2534,20,1,5,1,7,0,0,1
2535,21,1,4,3,6,1,0,1
2536,20,1,2,0,7,0,0,0
2537,21,0,1,1,8,0,0,1
2538,21,1,1,1,7,0,1,1
2539,21,1,4,0,7,0,0,0
2540,21,0,1,1,8,0,0,1
2541,20,1,6,1,8,0,0,1
2542,21,1,1,0,7,0,0,1
2543,20,1,6,0,6,1,1,0
2544,21,1,3,2,6,0,0,1
2545,20,1,3,0,7,0,0,0
2546,20,1,1,0,6,0,0,0
2547,20,1,3,0,6,0,0,0
2548,20,1,4,1,6,1,0,0
2549,21,1,1,0,7,0,0,0
2550,20,1,4,3,8,1,0,1
2551,20,1,4,0,7,1,0,0
2552,21,1,6,1,6,0,0,0
2553,20,1,3,1,8,0,0,1
2554,21,1,2,1,6,0,0,0
2555,21,1,2,1,7,1,0,0
2556,21,1,2,1,8,0,0,1
2557,20,1,4,1,8,1,0,1
2558,20,1,3,0,8,0,1,1
2559,20,1,2,0,6,0,1,0
2560,21,1,4,1,8,1,0,1
2561,20,1,6,0,8,0,0,1
2562,20,0,1,0,6,0,0,0
2563,21,1,5,0,8,0,0,1
2564,21,1,4,0,6,1,0,0
2565,21,0,2,1,6,1,0,0
2566,20,1,3,0,6,0,0,0
2567,21,1,6,1,8,0,0,1
2568,20,1,4,1,8,1,0,1
2569,21,0,5,1,8,0,0,1
2570,21,1,6,0,7,0,0,0
2571,21,1,4,0,7,1,0,0
2572,21,1,1,0,7,0,0,1
2573,20,1,2,1,8,0,0,1
2574,21,0,3,1,8,1,0,1
2575,20,0,3,1,8,1,0,1
2576,20,1,4,0,7,1,0,0
2577,20,1,3,2,6,0,0,1
2578,21,1,2,1,7,0,0,0
2579,21,0,4,1,6,1,0,0
2580,21,1,2,2,6,0,0,1
2581,20,1,3,1,7,0,0,0
2582,20,1,6,0,6,1,0,0
2583,21,1,4,0,7,1,1,0
2584,21,1,2,2,7,0,1,0
2585,20,1,3,0,7,0,1,0
2586,20,1,6,0,7,1,0,0
2587,21,1,1,0,7,0,0,1
2588,21,0,3,1,8,1,0,1
2589,21,1,4,0,6,1,0,0
2590,21,0,2,1,8,1,0,1
2591,20,0,3,0,7,0,0,0
2592,21,1,4,1,7,1,0,0
2593,21,1,6,0,8,0,0,1
2594,21,1,3,0,7,0,0,0
2595,20,1,3,1,7,0,1,0
2596,21,1,4,0,6,0,1,0
2597,21,1,5,2,6,0,1,0
2598,21,1,5,0,7,0,0,0
2599,20,1,2,1,7,1,0,0
2600,20,0,2,0,7,1,0,0
2601,20,1,2,1,8,0,0,1
2602,20,1,6,0,7,0,1,0
2603,20,1,6,2,9,0,0,1
2604,21,0,2,1,9,1,0,1
2605,20,1,5,0,9,1,0,1
2606,20,1,6,2,9,0,0,1
2607,20,1,3,0,8,0,0,1
2608,21,1,2,1,8,0,0,1
2609,21,1,3,1,8,0,0,1
2610,20,1,1,0,7,0,0,1
2611,20,1,2,1,9,0,0,1
2612,20,1,5,3,7,0,0,1
2613,21,1,6,1,8,0,0,1
2614,21,1,4,0,7,1,1,0
2615,21,1,1,2,7,1,1,1
2616,21,0,2,1,7,1,0,0
2617,21,1,2,2,8,0,0,1
2618,21,1,2,0,8,0,0,1
2619,21,1,6,0,7,0,0,0
2620,21,1,2,0,8,0,0,1
2621,21,1,3,1,9,1,0,1
2622,21,1,3,0,7,0,0,0
2623,20,0,2,0,7,1,0,0
2624,21,1,3,1,7,0,0,0
2625,21,1,2,1,8,0,0,1
2626,20,1,5,0,9,0,1,1
2627,21,1,5,1,9,0,0,1
2628,20,1,2,1,9,0,0,1
2629,21,1,4,1,9,1,0,1
2630,21,0,2,1,8,1,0,1
2631,21,1,1,1,9,0,1,1
2632,20,0,4,1,8,1,0,1
2633,21,1,2,1,8,0,0,1
2634,20,0,3,0,8,0,0,1
2635,20,1,6,1,9,0,0,1
2636,21,0,1,0,9,0,0,1
2637,21,0,3,0,8,0,0,1
2638,21,1,4,0,7,1,0,0
2639,21,1,5,0,9,0,0,1
2640,20,1,5,1,8,0,0,1
2641,21,0,2,2,9,1,1,1
2642,20,0,3,0,7,0,0,0
2643,21,1,4,1,9,1,1,1
2644,21,1,6,0,9,1,0,1
2645,20,1,1,1,7,0,1,1
2646,20,1,2,1,7,0,0,0
2647,21,1,3,0,7,0,0,0
2648,20,1,4,0,9,1,0,1
2649,21,1,1,0,9,0,1,1
2650,21,1,1,0,8,0,0,1
2651,20,1,6,0,9,1,1,1
2652,20,1,5,1,8,0,1,1
2653,20,1,3,0,8,0,0,1
2654,21,0,1,3,9,0,0,1
2655,20,1,3,1,7,0,0,0
2656,20,1,2,1,7,0,0,0
2657,21,1,5,1,9,0,0,1
2658,20,1,1,3,8,1,1,1
2659,20,0,1,0,8,0,0,1
2660,20,1,5,0,9,0,1,1
2661,21,1,6,3,9,0,0,1
2662,20,1,2,1,8,0,0,1
2663,20,1,4,0,9,1,1,1
2664,20,1,2,1,8,0,0,1
2665,20,1,1,1,9,1,1,1
2666,21,1,3,2,9,0,0,1
2667,20,1,5,1,7,0,1,1
2668,21,1,5,0,9,0,0,1
2669,21,1,4,0,8,1,0,1
2670,20,1,6,0,9,0,0,1
2671,21,0,2,0,7,1,0,0
2672,20,0,5,1,7,0,0,1
2673,20,1,3,1,8,1,0,1
2674,21,0,1,0,7,0,0,1
2675,21,1,5,0,8,0,0,1
2676,21,1,3,0,8,0,0,1
2677,20,1,5,0,9,0,1,1
2678,21,1,1,1,7,0,0,1
2679,20,1,1,2,7,0,0,1
2680,21,1,2,2,8,0,0,1
2681,20,1,6,0,9,0,0,1
2682,20,1,2,1,8,0,0,1
2683,21,1,5,0,9,0,0,1
2684,21,1,1,0,7,0,0,1
2685,20,1,3,0,8,0,0,1
2686,21,0,2,0,8,1,0,1
2687,20,1,1,2,7,0,0,1
2688,21,1,3,1,8,1,0,1
2689,21,1,2,1,7,0,0,0
2690,20,1,6,1,7,1,0,0
2691,21,0,1,2,8,0,0,1
2692,21,1,3,1,8,0,1,1
2693,20,1,2,2,7,0,0,1
2694,20,1,3,0,9,0,0,1
2695,20,1,3,2,8,0,0,1
2696,20,1,1,1,7,0,0,0
2697,20,1,3,1,9,0,0,1
2698,20,1,1,1,7,0,0,1
2699,21,0,2,1,9,1,0,1
2700,20,1,1,0,9,0,0,1
2701,20,1,2,0,8,0,1,1
2702,21,1,5,0,8,0,0,1
2703,20,1,5,1,7,0,0,1
2704,20,1,2,0,9,0,1,1
2705,21,1,4,1,7,1,0,0
2706,20,1,4,0,7,1,1,0
2707,21,1,3,1,8,0,0,1
2708,20,1,5,0,8,1,0,1
2709,21,1,4,1,8,0,0,1
2710,20,1,3,0,7,0,0,0
2711,20,1,3,0,9,0,0,1
2712,20,0,2,3,8,1,0,1
2713,21,1,4,0,9,1,0,1
2714,21,1,4,0,7,1,1,0
2715,20,0,5,1,7,0,1,1
2716,21,1,2,0,8,0,0,1
2717,21,0,3,1,9,0,0,1
2718,21,0,3,0,7,0,0,0
2719,20,1,6,0,9,0,1,1
2720,21,1,1,1,9,0,0,1
2721,20,1,1,1,8,1,1,1
2722,20,1,2,1,7,0,0,0
2723,20,1,1,1,8,0,1,1
2724,21,1,3,0,8,0,0,1
2725,21,1,2,0,7,0,0,0
2726,20,1,4,0,7,1,0,0
2727,21,1,2,2,7,0,1,0
2728,20,1,3,0,9,0,0,1
2729,20,0,2,0,8,1,0,1
2730,20,1,1,0,7,0,0,1
2731,20,1,6,1,9,0,0,1
2732,20,1,3,1,7,0,1,0
2733,21,1,2,1,9,0,0,1
2734,20,1,3,0,7,0,0,0
2735,20,1,3,1,7,1,0,0
2736,20,0,2,2,8,1,0,1
2737,20,1,5,1,7,1,1,1
2738,20,1,1,0,8,0,0,1
2739,20,0,3,2,8,0,0,1
2740,20,1,2,0,8,0,0,1
2741,20,1,4,0,8,1,0,1
2742,20,1,4,0,8,1,0,1
2743,20,1,2,0,6,0,0,0
2744,21,1,2,1,6,0,0,0
2745,20,1,2,1,6,0,0,0
2746,21,1,4,0,6,1,0,0
2747,20,1,2,1,6,0,0,0
2748,20,1,3,0,8,0,1,1
2749,21,1,1,1,6,1,1,0
2750,20,1,1,0,7,0,0,0
2751,21,0,3,2,8,0,0,1
2752,21,1,5,0,6,0,1,0
2753,21,0,2,2,8,0,0,1
2754,20,0,3,1,7,0,1,0
2755,20,1,1,1,7,1,1,0
2756,20,0,1,0,8,0,0,1
2757,20,1,3,1,7,0,0,0
2758,21,1,6,0,8,0,0,1
2759,21,1,5,0,7,0,0,0
2760,20,1,5,1,7,0,1,1
2761,20,1,2,1,7,0,0,0
2762,20,1,5,0,8,0,0,1
2763,21,0,2,1,8,1,0,1
2764,21,1,5,0,8,0,0,1
2765,21,1,4,1,7,0,0,0
2766,21,1,5,0,8,0,0,1
2767,20,0,5,0,8,0,0,1
2768,20,1,3,0,6,0,0,0
2769,20,1,3,0,6,0,0,0
2770,20,1,1,2,8,0,0,1
2771,20,1,4,0,6,1,1,0
2772,21,1,3,0,8,0,0,1
2773,21,1,5,1,8,0,0,1
2774,20,1,2,0,6,0,0,0
2775,20,0,3,1,7,0,0,0
2776,21,1,1,0,8,0,0,1
2777,21,0,1,1,8,0,0,1
2778,20,0,2,0,6,1,0,0
2779,21,1,2,0,7,0,0,0
2780,20,1,2,0,7,0,1,0
2781,20,1,1,0,6,0,0,0
2782,20,0,5,0,6,0,0,0
2783,20,1,2,0,7,0,0,0
2784,20,1,6,1,6,0,0,0
2785,21,0,2,1,8,1,0,1
2786,21,1,5,1,6,0,0,0
2787,20,1,2,1,6,0,0,0
2788,21,1,5,1,8,0,1,1
2789,20,1,1,0,6,0,0,0
2790,20,1,4,1,6,0,1,0
2791,21,0,2,2,6,1,0,1
2792,20,1,1,1,6,0,1,0
2793,20,0,1,0,7,0,0,1
2794,20,1,3,1,8,0,1,1
2795,20,1,4,0,8,1,0,1
2796,20,0,3,0,8,0,0,1
2797,20,1,6,1,8,0,0,1
2798,20,1,5,0,8,0,0,1
2799,20,1,6,1,8,0,0,1
2800,23,1,1,0,8,0,0,1
2801,22,1,4,0,7,1,0,0
2802,22,1,1,0,6,0,1,0
2803,22,0,3,1,6,1,0,0
2804,21,1,2,1,7,0,0,0
2805,21,1,2,1,8,0,0,1
2806,23,1,2,0,6,0,0,0
2807,23,1,4,1,6,1,0,0
2808,23,1,2,1,8,0,0,1
2809,21,1,2,1,7,0,0,0
2810,23,1,4,0,7,1,0,0
2811,21,1,2,2,6,0,0,1
2812,23,1,5,0,7,0,1,0
2813,23,1,2,1,7,0,0,0
2814,23,1,5,0,6,1,0,0
2815,21,1,3,1,8,1,1,1
2816,23,1,6,0,7,0,0,0
2817,23,1,3,1,6,0,1,0
2818,21,1,2,1,7,0,0,0
2819,22,1,4,0,6,1,0,0
2820,21,1,2,1,7,0,0,0
2821,21,1,4,0,7,1,1,0
2822,21,1,6,1,8,0,0,1
2823,22,1,6,1,7,0,1,0
2824,21,1,6,0,6,0,0,0
2825,22,0,3,0,7,0,1,0
2826,21,1,4,1,8,1,0,1
2827,23,1,4,0,6,1,0,0
2828,23,1,1,1,6,1,1,0
2829,22,1,1,2,8,0,0,1
2830,22,1,1,3,8,0,1,1
2831,23,1,1,1,7,0,0,1
2832,22,1,3,1,8,0,0,1
2833,23,0,2,1,6,1,0,0
2834,21,1,3,0,6,0,1,0
2835,23,1,1,0,6,0,1,0
2836,23,1,3,1,6,0,0,0
2837,23,1,3,0,7,0,1,0
2838,23,1,1,1,7,0,1,1
2839,23,1,4,0,6,1,0,0
2840,21,1,3,0,6,0,1,0
2841,21,1,2,1,7,0,0,0
2842,22,1,3,0,7,0,0,0
2843,23,1,3,0,8,0,0,1
2844,22,1,4,1,6,1,1,0
2845,21,1,4,0,7,1,0,0
2846,22,1,4,0,7,1,0,0
2847,21,1,4,0,8,1,0,1
2848,21,1,2,1,7,0,0,0
2849,23,1,1,1,8,1,1,1
2850,21,1,3,0,7,0,1,0
2851,22,1,4,0,7,1,0,0
2852,22,1,4,1,8,1,1,1
2853,21,1,5,0,7,0,0,0
2854,23,0,4,1,7,0,0,0
2855,21,0,3,0,7,0,0,0
2856,21,1,5,0,7,1,0,0
2857,23,1,6,1,8,0,0,1
2858,23,1,2,1,8,0,0,1
2859,22,1,3,1,6,0,1,0
2860,22,1,2,1,7,0,0,0
2861,21,0,3,1,8,1,0,1
2862,23,1,3,3,8,1,0,1
2863,22,1,2,0,8,0,0,1
2864,22,1,4,0,6,1,0,0
2865,22,1,3,0,6,0,0,0
2866,22,1,6,0,8,1,0,1
2867,22,1,3,1,8,0,0,1
2868,23,1,1,0,6,0,0,0
2869,23,1,6,2,8,0,0,1
2870,21,1,1,0,8,0,0,1
2871,23,1,3,1,7,0,0,0
2872,22,1,1,2,6,0,0,1
2873,23,0,1,0,7,0,0,1
2874,21,1,5,0,7,0,0,0
2875,21,1,1,0,8,0,0,1
2876,23,1,4,0,8,1,1,1
2877,23,0,2,1,8,1,0,1
2878,21,1,3,1,7,0,0,0
2879,22,1,3,2,6,0,0,1
2880,23,1,1,2,8,0,0,1
2881,23,1,2,0,6,0,0,1
2882,23,1,2,2,6,0,0,1
2883,21,1,2,1,7,0,0,0
2884,21,1,2,1,8,0,0,1
2885,21,1,1,2,7,0,0,1
2886,21,1,1,0,8,0,1,1
2887,21,0,3,0,6,0,0,0
2888,23,1,3,0,7,0,0,0
2889,22,1,2,1,8,0,0,1
2890,21,1,3,0,8,0,0,1
2891,21,1,4,0,7,1,0,0
2892,23,1,3,0,6,0,1,0
2893,23,1,6,0,8,1,1,1
2894,22,1,4,1,8,1,0,1
2895,23,1,3,1,6,0,0,0
2896,23,1,3,1,7,0,0,0
2897,22,1,4,0,8,1,0,1
2898,21,1,6,0,6,0,0,0
2899,21,1,2,1,6,0,0,0
2900,22,1,2,0,7,0,1,0
2901,21,1,1,0,7,0,0,1
2902,23,0,2,0,7,1,1,0
2903,23,1,1,0,8,0,0,1
2904,22,1,5,2,8,0,1,1
2905,23,1,3,1,8,1,0,1
2906,21,1,1,0,8,0,0,1
2907,22,1,1,2,7,0,0,0
2908,21,1,1,0,7,0,0,1
2909,23,1,3,1,8,0,0,1
2910,21,1,3,1,7,1,0,0
2911,23,1,3,1,6,1,0,0
2912,21,1,4,3,6,1,0,1
2913,23,1,3,1,8,0,0,1
2914,22,1,5,0,6,0,0,0
2915,23,1,4,0,7,1,0,0
2916,21,1,3,0,8,0,0,1
2917,21,1,5,0,8,0,0,1
2918,21,0,2,1,8,1,0,1
2919,21,1,6,0,8,0,0,1
2920,22,1,1,0,8,0,0,1
2921,23,1,3,0,6,0,0,0
2922,23,1,2,0,8,0,0,1
2923,22,1,5,1,6,0,1,0
2924,21,1,4,1,7,1,0,0
2925,23,1,2,0,7,0,0,0
2926,21,1,3,0,8,0,0,1
2927,22,0,2,1,8,1,0,1
2928,22,0,2,0,6,1,0,0
2929,23,0,2,0,6,1,0,0
2930,21,1,2,2,8,0,0,1
2931,21,1,4,0,6,1,0,0
2932,21,1,2,1,7,0,0,0
2933,23,1,2,1,8,0,0,1
2934,23,1,5,1,8,0,0,1
2935,21,1,1,0,8,0,0,1
2936,23,1,3,0,6,0,0,0
2937,23,1,4,0,6,0,0,0
2938,21,1,2,0,7,0,1,0
2939,21,1,4,0,8,1,0,1
2940,22,1,1,0,7,0,0,0
2941,21,1,5,0,7,0,0,0
2942,23,1,4,0,6,1,0,0
2943,23,1,1,0,8,0,0,1
2944,23,1,3,1,7,0,1,0
2945,21,1,2,1,7,0,0,0
2946,23,1,3,1,7,1,1,0
2947,22,1,2,2,8,0,1,1
2948,21,1,5,0,7,0,0,0
2949,22,1,6,0,8,0,0,1
2950,23,0,2,1,8,1,0,1
2951,21,1,2,3,8,0,0,1
2952,23,1,4,0,8,1,0,1
2953,22,1,1,0,7,0,0,0
2954,23,0,2,1,8,0,1,1
2955,22,1,3,0,7,0,0,0
2956,22,1,2,0,8,0,0,1
2957,22,1,5,1,6,0,1,0
2958,23,1,2,0,6,0,1,0
2959,23,1,3,0,7,0,0,0
2960,23,1,4,1,7,1,0,0
2961,23,1,3,0,7,0,0,0
2962,23,1,4,1,7,1,0,0
2963,22,1,3,1,7,0,0,0
2964,22,1,2,1,7,0,0,0
2965,23,1,6,0,8,0,0,1
